row_id	leaf_nr	scanwidth	level	ret_number	time_load_net	time_sw_load	time_sw_compute	time_sw_canonical	time_panda1	time_panda2	time_panda3	k1	k2	k3	diversity1	diversity2	diversity3
18	20	1	0	0	0.00036371600003803906	6.673500001852517e-05	0.00035282299995742505	7.300900006157462e-05	0.0009673810000094818	0.003496446999974978	0.008989068999994743	2	10	20	5.9972287905	17.20706393072	21.715371423119997
19	20	1	0	0	0.00034808499992777797	6.461899999976595e-05	0.0003589460000057443	7.428899994010862e-05	0.0009787400000504931	0.0034189959999366693	0.009015360000034889	2	10	20	5.9014412392	19.45676968179	23.86572215608
20	20	1	0	0	0.00034294199997475516	6.47869999284012e-05	0.00035927100009303103	7.327099990561692e-05	0.0009769190000952221	0.0034510759999193397	0.008937291000052028	2	10	20	4.32954503541	10.714933660153001	13.039338769423
21	20	1	0	0	0.00034280699992450536	6.204099997830781e-05	0.00035634199991818605	7.464300006176927e-05	0.0009613160000299104	0.00348178799993093	0.008865446000072552	2	10	20	4.992392947	12.4999719699412	14.4372607104154
22	20	1	0	0	0.00034215400000903173	6.694600006085238e-05	0.0003569629999446988	7.597100000111823e-05	0.0009667169999829639	0.0034374260000049617	0.009059478000040144	2	10	20	10.8696383484	23.176598536580002	26.30431005933
23	20	1	0	0	0.00034346300003562646	6.647600002906984e-05	0.00036223699999027303	7.60620000619383e-05	0.0009896959999196042	0.0034552060000123674	0.009126948000016455	2	10	20	5.8692450233899995	15.71134970411	18.80212186111
24	20	1	0	0	0.00033871999994516955	6.425399999443471e-05	0.00035309500003677385	7.230299991078937e-05	0.0009603400000059992	0.003517190000025039	0.008933728999977575	2	10	20	6.4410017864	19.18592003964	21.049975640249997
25	20	1	0	0	0.00034190700000635843	6.512700008443062e-05	0.00036069499992663623	7.486900005915231e-05	0.0009765959999867846	0.0034189790000027642	0.00894277999998394	2	10	20	7.13648517768	18.840681624130003	23.99084486285
26	20	1	0	0	0.0003625419999480073	6.703899998683482e-05	0.0003666989999828729	7.626200010690809e-05	0.0009749339999416406	0.003423558999998022	0.009001838000017415	2	10	20	6.653204623841	15.919272446881	18.571668758221
27	20	1	0	0	0.0003434390000620624	6.609299998672213e-05	0.000356166000074154	7.674799996948423e-05	0.0009862240000302336	0.0035134459999426326	0.009195843000043169	2	10	20	4.4487405159	14.827462214955702	17.6031171653057
28	20	1	0	0	0.00034109700004592014	6.644200004757295e-05	0.00036055099997156503	7.393999999294465e-05	0.0009625300000379866	0.003423087999976815	0.008849507000036283	2	10	20	8.155192529034	25.757851940534	28.266639413924
29	20	1	0	0	0.00034576099994865217	6.402899998647626e-05	0.0003612610000800487	7.857299999614042e-05	0.0010027239999317317	0.0034138260000418086	0.008973828999955913	2	10	20	7.08620893763	19.42927767243	22.80365725669
30	20	1	0	0	0.0003400409999585463	6.415300003936864e-05	0.0003594889999476436	7.482400008029799e-05	0.0009829499999796099	0.0035079979999181887	0.008957539000107317	2	10	20	4.249388876679999	13.693531221343	18.938706413993003
31	20	1	0	0	0.00034845799996219284	7.021900000836467e-05	0.00035945900003753195	7.616699997470278e-05	0.0009909460000017134	0.003399975999968774	0.00910285199995542	2	10	20	7.4428224773	19.741749223439996	23.84156671238
32	20	1	0	0	0.00034074500001679553	6.527400000777561e-05	0.00035943499995028105	7.916000004115631e-05	0.0009808459999476327	0.0035021680000681954	0.009177786000009291	2	10	20	3.49109067812	11.639959898222001	13.851822400891999
33	20	1	0	0	0.00034204400003545743	6.465999990723503e-05	0.00036045100000592356	7.510300008561899e-05	0.0010082659999852694	0.003561724999940452	0.009006859000010081	2	10	20	10.648744198700001	35.0421901634	41.411885051780004
34	20	1	0	0	0.00035229100001288316	6.677700002910569e-05	0.00036350799996398564	7.796800002779491e-05	0.0009872480000012729	0.003425085999992916	0.00901478399998723	2	10	20	6.2002234275	14.642873238630001	17.377823302689997
35	20	1	0	0	0.00034631599999102036	6.627899995237385e-05	0.0003595499999846652	7.696199998008524e-05	0.0009833039999875837	0.0034729200000356286	0.00914410300003965	2	10	20	5.290479111223	13.069397465871	16.571892240099
36	20	1	0	0	0.00034822399993572617	6.54740000527454e-05	0.0003650389999165782	7.352500006163609e-05	0.0009577099999660277	0.0035521199999948294	0.00902788700000201	2	10	20	6.51583574332	18.51166652202	21.050874156716
37	20	1	0	0	0.0003470020000122531	6.432000009226613e-05	0.00036091699996632087	7.520199994814902e-05	0.0009849430000485881	0.003438532000018313	0.009099636999962968	2	10	20	5.0829747123910005	16.306004934371003	19.783932811864997
38	20	1	0	0	0.00034992200005490304	6.709199999477278e-05	0.00035840800001096795	7.97150000835245e-05	0.0009959989999970276	0.003434736999906818	0.008958968999991157	2	10	20	5.85604867503	14.464372559528	18.048090678686
39	20	1	0	0	0.00034648400003334245	6.55860000051689e-05	0.00036273199998504424	7.777999996960716e-05	0.0009912950000625642	0.0035162890000037805	0.008944434000000001	2	10	20	9.903992119054	25.982038781464002	32.338836176808
40	20	1	0	0	0.0003472790000387249	6.412799996269314e-05	0.000361311000006026	7.525400008034921e-05	0.0009751339999866104	0.003416545999925802	0.008977581000067403	2	10	20	7.7949707922	22.81092542676	25.29526468206
41	20	1	0	0	0.0003434059999563033	6.317399993349682e-05	0.0003586999999924956	7.735799999863957e-05	0.0009953910000604083	0.003440468000007968	0.00911114699999871	2	10	20	7.06953517285	17.92135238129	21.15359658948
42	20	1	0	0	0.0003405310000061945	6.504200007384497e-05	0.0003563120000080744	7.729799995104258e-05	0.0010063339999533127	0.003551584000092589	0.009048101999951541	2	10	20	3.6776633691500007	14.31065848858	17.237297154260002
43	20	1	0	0	0.00035984800001642725	6.745099994986958e-05	0.00036318600007234636	7.653999989543081e-05	0.000979784000037398	0.0034059829999932845	0.008990414999971108	2	10	20	4.6513572421700005	13.377258704711998	17.046407246554
44	20	1	0	0	0.00035141099999691505	6.482100002358493e-05	0.0003617260000510214	7.818999995379272e-05	0.0009763240000211226	0.0033914409999624695	0.009152811000035399	2	10	20	10.20208607837	27.960567245708003	31.535392328066
45	20	1	0	0	0.00033854699995572446	6.801500001074601e-05	0.00035976099991330557	7.589200004076702e-05	0.000989290000006804	0.0035121449999451215	0.009124326000005567	2	10	20	4.22062626441	10.031130043709998	13.79817646741
46	20	1	0	0	0.0003546649999179863	6.684699997094867e-05	0.0003642970000328205	7.565099997464131e-05	0.0009920789999569024	0.0034792600000628227	0.009076016999983949	2	10	20	5.194231804	13.54842153053	16.229268275017997
47	20	1	0	0	0.00034015500000350585	6.565700005012332e-05	0.00035605799996574206	7.616400000642898e-05	0.0009937840000020515	0.003408738000075573	0.009022060000006604	2	10	20	6.048823200999999	15.91724133886	18.02228011614
48	20	1	0	0	0.00033773699999528617	6.557699998666067e-05	0.00035636400002658775	7.609099998262536e-05	0.0009671220000200265	0.003563933000009456	0.009070524999970075	2	10	20	3.509957874376	13.814295504316	18.049776144146
49	20	1	0	0	0.0003725999999915075	6.562600003690022e-05	0.00036485199996150186	7.730300001185242e-05	0.0009686150000334237	0.003451561000019865	0.009091099999977814	2	10	20	7.827976052392	23.991437591392	27.626392249792
50	20	1	0	0	0.0003467459999910716	6.605299995499081e-05	0.00036132599996108183	7.849900009659905e-05	0.0010147469999992609	0.0034577029999809383	0.009000445999959084	2	10	20	5.5558145103	14.447959667280001	16.67749410714
51	20	1	0	0	0.00033670700008769927	6.588200005808176e-05	0.00035957299996880465	7.57939999402879e-05	0.0009728360000735847	0.003464931999928922	0.009058170000002974	2	10	20	5.609202703499999	13.098701693510002	15.959155975969999
52	20	1	0	0	0.00035777000005055015	6.702999996832659e-05	0.0003602870000349867	7.456100001945742e-05	0.000983533999942665	0.003445916000032412	0.009036364000053254	2	10	20	10.453300531830001	28.37595522362	32.721604912640004
53	20	1	0	0	0.00035523899998679553	6.631099995502154e-05	0.0003728770000179793	7.34689999717375e-05	0.0010039790000746507	0.0034259939999401468	0.009054311999989295	2	10	20	3.5005493452980003	10.556641369678001	13.118889667962
54	20	1	0	0	0.00034487300001728727	6.588600001578016e-05	0.00035433799996553716	7.520600001953426e-05	0.0009806880000269302	0.003525540999930854	0.009047008000038659	2	10	20	3.4784569176600004	11.67724509797	14.211968447299999
55	20	1	0	0	0.0003542000000607004	6.560600002103456e-05	0.0003647269999191849	7.596500006457063e-05	0.0009909139999990657	0.0034291499999881125	0.008931926999935058	2	10	20	7.3533378346300005	17.091288875138	20.950695088078003
56	20	1	0	0	0.00034515499999088206	6.615900008455355e-05	0.00036009999996622355	7.843200000934303e-05	0.000977650999971047	0.0034773380000387988	0.008920348999936323	2	10	20	4.626361647	11.83982104998	12.992812171347998
57	20	1	0	0	0.00034729100002550695	6.521399996017863e-05	0.00035890300000573916	7.453099999565893e-05	0.0009833469999875888	0.003518399000085992	0.009163934999946832	2	10	20	6.854988157519999	15.86862776882	19.220581454709997
58	20	1	0	0	0.0003566010000213282	6.576800001312222e-05	0.0003646619999244649	7.636200007254956e-05	0.0009828280000192535	0.0034186460000000807	0.009025933999964764	2	10	20	5.912123412830001	15.6814765487	18.61068941403
59	20	1	0	0	0.00034877999996751896	6.912999992891855e-05	0.000359264000053372	7.511499995871418e-05	0.000981539999997949	0.003457068999978219	0.009125533000087671	2	10	20	5.46267650619	14.504435307590002	16.597012014810005
60	20	1	0	0	0.0003410909999956857	6.413300002350297e-05	0.00035391899996284337	7.555599995612283e-05	0.0009788610000214248	0.003538118000051327	0.00908852800000659	2	10	20	6.53337717497	19.533649526633	22.909043470778997
61	20	1	0	0	0.0003579279999712526	6.708199998683995e-05	0.0003678859999354245	7.62040000381603e-05	0.0009740650000367168	0.0034646049999764728	0.009198832000038237	2	10	20	11.40961162466	19.278941604053003	20.150063769348
62	20	1	0	0	0.0003574769999659111	6.637299998146773e-05	0.00036150599999018596	7.873499998822808e-05	0.0009859599999799684	0.003422247999992578	0.00904014700006428	2	10	20	5.73635986933	19.396903961019998	23.79634466148
63	20	1	0	0	0.0003399319999743966	6.68550000000323e-05	0.00036067099995307217	7.690400002502429e-05	0.0009826840000641823	0.003579011999931936	0.009169213000063792	2	10	20	13.7210139476	23.141109699090002	26.422555767840002
64	20	1	0	0	0.00034849499991196353	6.84129998944627e-05	0.00036086200009322056	7.602299990594474e-05	0.000979113000084908	0.0034486779999269856	0.008985549000044557	2	10	20	5.247216597300001	16.446813377053	19.197367575509
65	20	1	0	0	0.0003421860000116794	6.529499989937904e-05	0.00035523900010048237	7.467899990842852e-05	0.0010089720000223679	0.0034688680000272143	0.00941902600004596	2	10	20	4.85217285677	13.86964883125	18.065891052850002
66	20	1	0	0	0.00034465700002783706	6.408599995211262e-05	0.0003525829999944108	7.704500001182168e-05	0.0009755590000395387	0.0035554150000507434	0.00942986099994414	2	10	20	6.64494716227	13.99579745558	15.50447780952
67	20	1	0	0	0.00039125000000694854	8.376799996767659e-05	0.0004030490000559439	8.712499993634992e-05	0.0010845760000393057	0.0037963689999287453	0.010025990000031015	2	10	20	7.147811799847999	17.109859314397998	19.841675258328
68	20	1	0	0	0.00037728400002379203	7.199999993190431e-05	0.00039453199997296906	8.401500008403673e-05	0.0010848089999626609	0.0037361229999532952	0.00914954800009582	2	10	20	8.14796269581	18.78305156434	21.797256884504
69	20	1	0	0	0.00033954600007746194	6.379400008427183e-05	0.00035429299998668284	7.705199993779388e-05	0.0009664840000596087	0.003553893999992397	0.009633346999976311	2	10	20	4.379379169269999	13.457468464589999	16.215288098610003
70	20	1	0	0	0.0003785440000001472	7.202400001915521e-05	0.00039620699999431963	9.004799994727364e-05	0.0010872750000316955	0.003774079999971036	0.009362249999981032	2	10	20	9.8511826069	23.123368745592998	26.271275239426004
